468,469,1
467,469,2
193,469,1
552,478,1
547,478,1
535,478,1
534,478,1
533,478,1
532,478,1
507,478,2
502,478,1
495,478,1
490,478,1
481,478,1
467,478,2
193,478,1
178,478,1
4347,481,1
535,481,1
502,481,1
493,481,1
490,481,1
488,481,1
478,481,1
535,488,1
534,488,1
521,488,2
481,488,1
467,488,2
535,490,1
534,490,1
533,490,1
532,490,1
521,490,1
517,490,1
493,490,1
481,490,1
478,490,1
467,490,1
465,490,1
532,491,1
495,491,1
468,491,1
467,491,1
465,491,1
535,492,1
534,492,1
533,492,1
532,492,1
467,492,1
534,493,1
490,493,1
481,493,1
535,495,1
534,495,1
532,495,1
522,495,1
521,495,1
517,495,2
491,495,1
478,495,1
467,495,1
535,502,2
534,502,2
533,502,2
532,502,1
521,502,1
481,502,1
478,502,2
467,502,1
465,502,1
193,502,1
178,502,1
156,502,1
146,502,1
73,502,1
535,507,2
534,507,2
532,507,2
521,507,1
478,507,3
467,507,1
465,507,1
193,507,2
178,507,2
156,507,2
146,507,2
100,507,1
73,507,1
49,507,1
535,510,1
465,514,1
547,515,1
532,515,1
552,517,1
532,517,2
522,517,1
495,517,2
490,517,2
467,517,1
465,517,1
552,521,1
532,521,1
507,521,1
502,521,1
495,521,1
490,521,1
488,521,1
469,521,1
467,521,1
465,521,1
532,522,1
495,522,1
535,523,1
534,523,1
532,523,1
467,523,2
5571,529,1
5569,529,1
5568,529,1
5567,529,1
5566,529,1
5564,529,1
532,530,1
532,531,1
547,532,1
541,532,1
531,532,1
530,532,1
523,532,1
522,532,1
521,532,1
517,532,2
515,532,1
507,532,2
502,532,1
495,532,1
492,532,1
491,532,1
490,532,1
478,532,1
469,532,1
467,532,1
502,533,2
492,533,1
490,533,1
478,533,1
469,533,1
467,533,1
552,534,1
548,534,1
523,534,1
507,534,1
502,534,2
495,534,1
492,534,1
490,534,1
488,534,1
481,534,1
478,534,2
469,534,1
467,534,1
465,534,1
193,534,1
552,535,1
548,535,1
547,535,1
523,535,1
510,535,1
507,535,2
502,535,2
495,535,1
492,535,1
490,535,1
488,535,1
481,535,1
478,535,1
469,535,1
467,535,1
465,535,1
548,537,1
468,537,1
532,541,1
535,547,1
532,547,1
478,547,1
537,548,1
535,548,1
534,548,1
468,548,1
467,548,1
465,548,1
535,552,1
534,552,1
521,552,1
517,552,1
478,552,1
467,552,1
4107,4106,1
4106,4107,1
4238,4237,1
196,4237,1
4237,4238,1
155,4238,1
5462,4239,1
155,4239,1
54,4239,1
54,4244,1
5573,4347,1
481,4347,1
7498,5573,1
4347,5573,1
5568,5571,1
5567,5571,1
529,5571,1
5568,5569,1
5566,5569,1
529,5569,1
5571,5568,1
5569,5568,1
529,5568,1
5571,5567,1
5569,5567,1
5566,5567,1
5564,5567,1
529,5567,1
5569,5566,1
5567,5566,1
529,5566,1
5567,5564,1
529,5564,1
467,5562,1
188,5550,1
161,5550,1
5532,5548,1
5527,5548,1
5521,5548,1
169,5548,1
5544,5547,1
5478,5547,1
169,5547,1
5544,5546,1
169,5546,1
156,5545,1
5547,5544,1
5546,5544,1
5468,5544,1
5490,5543,1
5482,5543,1
5516,5539,1
5507,5539,1
7253,5535,1
6727,5535,1
5504,5535,1
140,5535,1
5487,5534,1
187,5534,1
132,5534,2
50,5534,1
5510,5533,1
5464,5533,1
121,5533,1
5548,5532,1
5527,5532,1
5521,5532,1
5489,5531,1
5480,5531,1
5468,5531,1
5465,5531,1
169,5531,1
5515,5529,1
5496,5529,1
5548,5527,1
5521,5527,1
5471,5527,1
5467,5527,1
169,5527,2
160,5527,1
67,5527,1
196,5526,1
160,5524,2
58,5524,2
156,5523,1
5482,5522,1
5548,5521,1
5532,5521,1
5527,5521,1
169,5521,1
6727,5520,1
5515,5520,1
154,5520,1
5539,5516,1
5472,5516,1
62,5516,1
5529,5515,1
5520,5515,1
5496,5515,1
5501,5514,1
146,5514,1
5488,5512,1
154,5512,1
196,5511,1
5533,5510,1
5491,5510,1
6728,5508,1
5481,5508,1
5539,5507,1
5501,5507,1
5472,5507,1
153,5507,1
6727,5506,1
5504,5506,1
5535,5504,1
5506,5504,1
6789,5503,1
5473,5503,1
202,5503,1
94,5503,1
7252,5502,2
5492,5502,1
5514,5501,1
5507,5501,1
7253,5499,1
5481,5499,1
128,5498,1
187,5497,1
160,5497,1
141,5497,1
5529,5496,1
5515,5496,1
5472,5496,1
146,5496,1
62,5496,1
148,5495,2
75,5495,1
55,5495,2
7252,5492,2
5502,5492,1
5461,5492,2
5510,5491,1
121,5491,1
5543,5490,1
91,5490,1
5531,5489,1
169,5489,1
5512,5488,1
188,5488,2
5534,5487,1
132,5487,2
41,5487,1
6789,5485,1
188,5485,1
24,5485,2
5543,5482,1
5522,5482,1
5508,5481,1
5499,5481,1
154,5481,1
5531,5480,1
5466,5480,1
5465,5480,1
169,5480,1
121,5480,1
121,5479,1
115,5479,1
5547,5478,1
169,5478,1
6789,5474,1
5473,5474,1
5503,5473,1
5474,5473,1
5516,5472,1
5507,5472,1
5496,5472,1
5527,5471,1
5467,5471,1
5466,5469,1
169,5469,1
5544,5468,1
5531,5468,1
169,5468,1
5521,5467,1
5471,5467,1
5480,5466,1
5469,5466,1
5464,5466,1
5531,5465,1
5480,5465,1
169,5465,1
5480,5464,1
5466,5464,1
169,5464,1
105,5464,1
196,5463,1
4239,5462,1
155,5462,1
5492,5461,2
188,5461,2
6738,5457,1
5503,6789,1
5485,6789,1
5474,6789,1
111,6775,1
65,6775,1
156,6738,1
5508,6728,1
154,6728,1
5535,6727,1
5520,6727,1
5506,6727,1
154,6727,1
62,6727,1
5502,7252,2
5492,7252,2
188,7252,1
5535,7253,1
5499,7253,1
130,7254,1
71,7254,1
202,7255,1
99,7266,1
49,7266,1
200,7275,1
5573,7498,1
