196,32,2
183,32,1
128,32,1
69,32,1
37,32,2
133,21,1
121,21,1
5485,24,2
189,24,1
192,27,1
111,27,1
202,28,1
146,28,2
71,28,1
5487,29,1
196,29,1
147,29,1
132,29,2
156,30,2
119,30,2
196,37,2
68,37,1
32,37,2
75,40,2
55,40,2
5487,41,1
147,41,1
140,41,1
132,41,1
176,42,1
97,42,1
54,42,1
193,45,1
189,45,1
188,45,1
77,45,1
180,48,1
156,48,1
7266,49,1
507,49,1
196,49,3
193,49,2
184,49,1
180,49,1
178,49,3
175,49,1
168,49,1
166,49,1
160,49,1
156,49,2
146,49,1
136,49,1
122,49,1
120,49,1
119,49,1
100,49,1
99,49,1
90,49,2
87,49,1
72,49,1
5534,50,2
187,50,1
132,50,2
4244,54,1
4239,54,1
206,54,1
155,54,2
145,54,1
139,54,1
97,54,1
68,54,1
42,54,1
5495,55,2
170,55,2
154,55,1
148,55,2
140,55,2
132,55,2
100,55,2
40,55,2
5524,58,2
160,58,2
196,60,2
6727,62,1
5496,62,1
5472,62,1
146,62,1
6775,65,1
111,65,1
5527,67,1
169,67,1
115,67,1
54,68,1
37,68,1
196,69,2
183,69,2
32,69,1
178,70,1
7254,71,1
153,71,1
130,71,1
111,71,1
28,71,1
196,72,1
136,72,1
49,72,1
507,73,1
502,73,1
193,73,2
189,73,3
178,73,1
146,73,2
100,73,3
5495,75,1
40,75,2
189,77,1
45,77,1
178,78,1
172,78,1
87,78,1
178,79,1
100,79,1
202,80,1
161,80,1
154,80,1
111,80,1
178,85,1
193,87,2
184,87,1
178,87,1
172,87,1
156,87,2
78,87,1
49,87,1
193,90,1
178,90,1
109,90,1
49,90,2
5490,91,1
143,91,1
5503,94,1
202,94,1
54,97,1
42,97,1
178,98,1
7266,99,1
49,99,1
507,100,1
193,100,2
189,100,1
178,100,2
177,100,1
160,100,2
156,100,2
146,100,1
144,100,1
133,100,1
117,100,1
79,100,1
73,100,3
55,100,2
49,100,1
5533,105,1
169,105,1
156,108,1
136,109,1
90,109,1
6775,111,1
202,111,1
193,111,1
192,111,1
146,111,1
144,111,1
80,111,1
71,111,1
65,111,1
27,111,1
5479,115,1
160,115,1
67,115,1
193,117,1
100,117,1
178,119,1
156,119,2
49,119,1
30,119,2
193,120,2
178,120,1
49,120,1
5531,121,1
5491,121,1
5479,121,1
193,121,1
169,121,2
160,121,1
144,121,1
133,121,1
67,121,1
21,121,1
178,122,1
49,122,1
162,127,1
156,127,1
5498,128,1
148,128,1
32,128,1
7254,130,1
5534,132,1
5487,132,2
196,132,2
187,132,1
160,132,2
147,132,1
55,132,2
50,132,2
41,132,1
29,132,2
177,133,1
144,133,1
143,133,1
121,133,1
100,133,1
21,133,1
196,136,1
109,136,1
72,136,1
49,136,1
54,139,1
5535,140,1
55,140,2
41,140,1
5497,141,1
187,141,1
160,141,1
190,143,1
133,143,1
91,143,1
146,144,1
133,144,1
121,144,1
111,144,1
100,144,1
54,145,1
5514,146,1
5496,146,1
507,146,2
502,146,1
202,146,1
193,146,3
189,146,1
178,146,2
161,146,1
160,146,2
156,146,2
154,146,1
153,146,1
144,146,1
111,146,1
100,146,1
73,146,2
62,146,1
49,146,1
28,146,1
5495,147,1
132,147,1
41,147,1
29,147,1
5495,148,2
55,148,2
153,149,1
170,152,2
5507,153,1
149,153,1
146,153,1
71,153,1
6728,154,1
6727,154,1
5520,154,1
5512,154,1
5508,154,1
5481,154,1
146,154,1
80,154,1
55,154,1
5462,155,1
4239,155,1
4238,155,1
4237,155,1
196,155,2
54,155,2
6738,156,1
30,156,2
48,156,1
49,156,2
87,156,2
100,156,2
108,156,1
119,156,2
127,156,1
146,156,2
160,156,2
162,156,2
164,156,1
172,156,1
173,156,1
176,156,1
178,156,3
179,156,1
184,156,1
193,156,2
200,156,1
502,156,1
507,156,2
5457,156,1
5523,156,1
5545,156,1
5527,160,1
5524,160,2
5497,160,1
193,160,2
187,160,1
178,160,1
174,160,1
156,160,2
146,160,2
141,160,1
132,160,2
121,160,1
115,160,1
100,160,2
58,160,2
49,160,1
5550,161,1
202,161,3
192,161,1
188,161,1
146,161,1
80,161,1
156,162,2
127,162,1
156,164,1
193,166,2
178,166,1
49,166,1
180,168,1
172,168,1
49,168,1
5548,169,1
5547,169,1
5546,169,1
5533,169,1
5531,169,1
5527,169,2
5521,169,1
5489,169,1
5480,169,1
5478,169,1
5469,169,1
5468,169,1
5465,169,1
5464,169,1
121,169,2
105,169,1
67,169,1
152,170,2
55,170,2
173,172,1
168,172,1
156,172,1
87,172,1
78,172,1
179,173,2
172,173,1
156,173,1
108,173,1
178,174,1
160,174,1
178,175,1
49,175,1
156,176,1
49,176,1
42,176,1
133,177,1
100,177,1
507,178,2
502,178,1
478,178,1
193,178,2
184,178,1
176,178,1
175,178,1
174,178,1
166,178,1
160,178,1
156,178,2
146,178,2
122,178,1
120,178,1
119,178,1
100,178,2
98,178,1
90,178,1
87,178,1
85,178,1
79,178,1
78,178,1
73,178,1
70,178,1
49,178,2
173,179,1
172,179,1
156,179,1
168,180,1
49,180,1
48,180,1
193,182,1
196,183,1
69,183,1
32,183,1
193,184,1
178,184,1
156,184,1
87,184,1
49,184,1
5534,187,1
5497,187,1
160,187,1
141,187,1
132,187,1
50,187,1
7252,188,1
5550,188,1
5488,188,2
5485,188,1
5461,188,2
189,188,1
161,188,1
45,188,1
193,189,2
188,189,1
146,189,1
100,189,1
73,189,3
45,189,1
24,189,1
143,190,1
202,192,1
161,192,1
111,192,1
27,192,1
534,193,1
507,193,2
502,193,1
478,193,1
469,193,1
189,193,2
184,193,1
182,193,1
178,193,2
166,193,2
160,193,2
156,193,2
146,193,2
121,193,1
120,193,2
117,193,1
111,193,1
100,193,2
90,193,1
87,193,2
73,193,2
49,193,2
45,193,1
5526,196,1
5511,196,1
5463,196,1
4237,196,1
183,196,1
155,196,2
136,196,1
132,196,2
72,196,1
69,196,1
60,196,2
49,196,3
37,196,2
32,196,2
29,196,1
7275,200,1
156,200,1
7255,202,1
5503,202,1
192,202,1
161,202,3
146,202,1
111,202,1
94,202,1
80,202,1
28,202,1
54,206,1
548,465,1
535,465,1
534,465,1
521,465,1
517,465,1
514,465,1
507,465,1
502,465,1
491,465,1
490,465,1
5562,467,1
552,467,1
548,467,1
535,467,1
534,467,1
533,467,1
532,467,1
523,467,2
521,467,1
517,467,1
507,467,1
502,467,1
495,467,1
492,467,1
491,467,1
490,467,1
488,467,2
478,467,2
469,467,2
548,468,1
537,468,1
491,468,1
469,468,1
535,469,1
534,469,1
533,469,1
532,469,1
521,469,1
